svs_file,y,split,pair_id,animal_id,label,COMPOUND_NAME,dose_level,dose_truncated,DOSE,DOSE_UNIT,SACRIFICE_PERIOD,sacrifice_hours,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE_week,n_findings,n_findings_drug,n_findings_spont,max_grade,findings,topographies,grades,sp_flags,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,CAPTURE_NO,url,FILE_LOCATION,dup_grade_conflict
48078.svs,0,,E0589-G15-P0,E0589-G15-I5,normal,ethanol,High,0,4000,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,589,15,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/ethanol/Liver/48078.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/ethanol/Liver/48078.svs,0
49032.svs,0,,E0594-G11-P0,E0594-G11-I1,normal,phenacetin,Middle,0,300,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,594,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49032.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49032.svs,0
49034.svs,1,,E0594-G11-P0,E0594-G11-I2,abnormal,phenacetin,Middle,0,300,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,594,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49034.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49034.svs,0
49036.svs,1,,E0594-G11-P1,E0594-G11-I3,abnormal,phenacetin,Middle,0,300,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,594,11,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49036.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49036.svs,0
49038.svs,0,,E0594-G11-P1,E0594-G11-I4,normal,phenacetin,Middle,0,300,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,594,11,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49038.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49038.svs,0
49042.svs,0,,E0594-G12-P0,E0594-G12-I1,normal,phenacetin,Middle,0,300,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,594,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49042.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49042.svs,0
49044.svs,0,,E0594-G12-P1,E0594-G12-I2,normal,phenacetin,Middle,0,300,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,594,12,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49044.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49044.svs,0
49046.svs,1,,E0594-G12-P0,E0594-G12-I3,abnormal,phenacetin,Middle,0,300,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,slight,Hypertrophy,Centrilobular,slight,false,594,12,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49046.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49046.svs,0
49048.svs,1,,E0594-G12-P1,E0594-G12-I4,abnormal,phenacetin,Middle,0,300,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,594,12,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49048.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49048.svs,0
49052.svs,0,,E0594-G13-P0,E0594-G13-I1,normal,phenacetin,High,0,1000,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,594,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49052.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49052.svs,0
49054.svs,1,,E0594-G13-P0,E0594-G13-I2,abnormal,phenacetin,High,0,1000,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,594,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49054.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49054.svs,0
49056.svs,0,,E0594-G13-P1,E0594-G13-I3,normal,phenacetin,High,0,1000,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,594,13,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49056.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49056.svs,0
49060.svs,1,,E0594-G13-P1,E0594-G13-I5,abnormal,phenacetin,High,0,1000,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,594,13,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49060.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenacetin/Liver/49060.svs,0
49738.svs,0,,E0596-G13-P0,E0596-G13-I1,normal,bucetin,High,0,1000,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,596,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49738.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49738.svs,0
49747.svs,1,,E0596-G13-P0,E0596-G13-I4,abnormal,bucetin,High,0,1000,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,596,13,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49747.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49747.svs,0
49754.svs,1,,E0596-G14-P0,E0596-G14-I1,abnormal,bucetin,High,0,1000,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,596,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49754.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49754.svs,0
49757.svs,1,,E0596-G14-P1,E0596-G14-I2,abnormal,bucetin,High,0,1000,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Centrilobular,minimal,false,596,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49757.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49757.svs,0
49763.svs,0,,E0596-G14-P0,E0596-G14-I4,normal,bucetin,High,0,1000,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,596,14,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49763.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49763.svs,0
49768.svs,0,,E0596-G14-P1,E0596-G14-I5,normal,bucetin,High,0,1000,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,596,14,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49768.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/bucetin/Liver/49768.svs,0
50624.svs,1,,E0598-G15-P0,E0598-G15-I1,abnormal,phenylanthranilic acid,High,0,1000,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,moderate,Atrophy,Hepatic cord,moderate,false,598,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylanthranilic_acid/Liver/50624.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylanthranilic_acid/Liver/50624.svs,0
50628.svs,0,,E0598-G15-P0,E0598-G15-I3,normal,phenylanthranilic acid,High,0,1000,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,598,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/phenylanthranilic_acid/Liver/50628.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phenylanthranilic_acid/Liver/50628.svs,0
54339.svs,0,,E0604-G15-P0,E0604-G15-I1,normal,cyclosporine A,High,0,300,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,604,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54339.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54339.svs,0
54345.svs,0,,E0604-G15-P1,E0604-G15-I2,normal,cyclosporine A,High,0,300,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,604,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54345.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54345.svs,0
54351.svs,1,,E0604-G15-P0,E0604-G15-I3,abnormal,cyclosporine A,High,0,300,mg/kg,9 hr,9,Single,Gavage,6,1,1,0,slight,"Change, acidophilic",Hepatocyte,slight,false,604,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54351.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54351.svs,0
54357.svs,1,,E0604-G15-P1,E0604-G15-I4,abnormal,cyclosporine A,High,0,300,mg/kg,9 hr,9,Single,Gavage,6,1,1,0,slight,"Change, acidophilic",Hepatocyte,slight,false,604,15,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54357.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54357.svs,0
54369.svs,0,,E0604-G16-P0,E0604-G16-I1,normal,cyclosporine A,High,0,300,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,604,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54369.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54369.svs,0
54375.svs,1,,E0604-G16-P0,E0604-G16-I2,abnormal,cyclosporine A,High,0,300,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,slight,"Change, acidophilic",Hepatocyte,slight,false,604,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54375.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54375.svs,0
54381.svs,1,,E0604-G16-P1,E0604-G16-I3,abnormal,cyclosporine A,High,0,300,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,slight,"Change, acidophilic",Hepatocyte,slight,false,604,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54381.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54381.svs,0
54387.svs,0,,E0604-G16-P1,E0604-G16-I4,normal,cyclosporine A,High,0,300,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,604,16,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54387.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54387.svs,0
54850.svs,0,,E0605-G16-P0,E0605-G16-I1,normal,cyclosporine A,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,605,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54850.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54850.svs,0
54867.svs,1,,E0605-G16-P0,E0605-G16-I4,abnormal,cyclosporine A,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,slight,"Change, acidophilic",Hepatocyte,slight,false,605,16,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54867.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54867.svs,0
55173.svs,1,,E0606-G11-P0,E0606-G11-I1,abnormal,puromycin aminonucleoside,Middle,0,40,mg/kg,9 hr,9,Single,intravenous injection,6,1,1,0,slight,"Proliferation, Kupffer cell",Centrilobular,slight,false,606,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55173.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55173.svs,0
55179.svs,0,,E0606-G11-P0,E0606-G11-I2,normal,puromycin aminonucleoside,Middle,0,40,mg/kg,9 hr,9,Single,intravenous injection,6,0,0,0,,,,,,606,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55179.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55179.svs,0
55355.svs,1,,E0606-G14-P0,E0606-G14-I1,abnormal,puromycin aminonucleoside,High,0,120,mg/kg,6 hr,6,Single,intravenous injection,6,1,1,0,slight,"Proliferation, Kupffer cell",Centrilobular,slight,false,606,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55355.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55355.svs,0
55276.svs,0,,E0606-G14-P0,E0606-G14-I2,normal,puromycin aminonucleoside,High,0,120,mg/kg,6 hr,6,Single,intravenous injection,6,0,0,0,,,,,,606,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55276.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55276.svs,0
55282.svs,0,,E0606-G14-P1,E0606-G14-I3,normal,puromycin aminonucleoside,High,0,120,mg/kg,6 hr,6,Single,intravenous injection,6,0,0,0,,,,,,606,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55282.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55282.svs,0
55288.svs,1,,E0606-G14-P1,E0606-G14-I4,abnormal,puromycin aminonucleoside,High,0,120,mg/kg,6 hr,6,Single,intravenous injection,6,1,1,0,slight,"Proliferation, Kupffer cell",Centrilobular,slight,false,606,14,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55288.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55288.svs,0
55300.svs,1,,E0606-G15-P0,E0606-G15-I1,abnormal,puromycin aminonucleoside,High,0,120,mg/kg,9 hr,9,Single,intravenous injection,6,1,1,0,slight,"Proliferation, Kupffer cell",Centrilobular,slight,false,606,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55300.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55300.svs,0
55323.svs,0,,E0606-G15-P0,E0606-G15-I5,normal,puromycin aminonucleoside,High,0,120,mg/kg,9 hr,9,Single,intravenous injection,6,0,0,0,,,,,,606,15,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55323.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55323.svs,0
70830.svs,1,,E0606-G16-P0,E0606-G16-I1,abnormal,puromycin aminonucleoside,High,0,120,mg/kg,24 hr,24,Single,intravenous injection,6,1,1,0,slight,Hypertrophy,Centrilobular,slight,false,606,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/70830.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/70830.svs,0
55335.svs,1,,E0606-G16-P1,E0606-G16-I2,abnormal,puromycin aminonucleoside,High,0,120,mg/kg,24 hr,24,Single,intravenous injection,6,1,1,0,slight,"Change, basophilic",Hepatocyte,slight,false,606,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55335.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55335.svs,0
55347.svs,0,,E0606-G16-P0,E0606-G16-I4,normal,puromycin aminonucleoside,High,0,120,mg/kg,24 hr,24,Single,intravenous injection,6,0,0,0,,,,,,606,16,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55347.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55347.svs,0
55351.svs,0,,E0606-G16-P1,E0606-G16-I5,normal,puromycin aminonucleoside,High,0,120,mg/kg,24 hr,24,Single,intravenous injection,6,0,0,0,,,,,,606,16,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55351.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/puromycin_aminonucleoside/Liver/55351.svs,0
56641.svs,0,,E0617-G16-P0,E0617-G16-I3,normal,doxorubicin,High,0,1,mg/kg,29 day,696,Repeat,intravenous injection,6,0,0,0,,,,,,617,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/doxorubicin/Liver/56641.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/doxorubicin/Liver/56641.svs,0
56647.svs,1,,E0617-G16-P0,E0617-G16-I5,abnormal,doxorubicin,High,0,1,mg/kg,29 day,696,Repeat,intravenous injection,6,1,1,0,slight,"Change, eosinophilic",Peripheral,slight,false,617,16,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/doxorubicin/Liver/56647.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/doxorubicin/Liver/56647.svs,0
61234.svs,0,,E0626-G15-P0,E0626-G15-I1,normal,naphthyl isothiocyanate,High,0,100,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,626,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/naphthyl_isothiocyanate/Liver/61234.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/naphthyl_isothiocyanate/Liver/61234.svs,0
61240.svs,1,,E0626-G15-P0,E0626-G15-I4,abnormal,naphthyl isothiocyanate,High,0,100,mg/kg,9 hr,9,Single,Gavage,6,3,3,0,slight,Cellular infiltration; Edema; Necrosis,Portal triad; Portal triad; Bile duct,minimal; slight; minimal,false; false; false,626,15,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/naphthyl_isothiocyanate/Liver/61240.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/naphthyl_isothiocyanate/Liver/61240.svs,0
60469.svs,0,,E0629-G11-P0,E0629-G11-I1,normal,isoniazid,Middle,0,600,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,629,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60469.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60469.svs,0
60472.svs,1,,E0629-G11-P0,E0629-G11-I2,abnormal,isoniazid,Middle,0,600,mg/kg,9 hr,9,Single,Gavage,6,1,1,0,slight,Swelling,Centrilobular,slight,false,629,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60472.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60472.svs,0
60519.svs,1,,E0629-G12-P0,E0629-G12-I1,abnormal,isoniazid,Middle,0,600,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,moderate,Swelling,Centrilobular,moderate,false,629,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60519.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60519.svs,0
60521.svs,0,,E0629-G12-P0,E0629-G12-I2,normal,isoniazid,Middle,0,600,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,629,12,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60521.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60521.svs,0
60523.svs,0,,E0629-G12-P1,E0629-G12-I3,normal,isoniazid,Middle,0,600,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,629,12,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60523.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60523.svs,0
60528.svs,1,,E0629-G12-P1,E0629-G12-I5,abnormal,isoniazid,Middle,0,600,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,moderate,Swelling,Centrilobular,moderate,false,629,12,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60528.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60528.svs,0
60433.svs,1,,E0629-G14-P0,E0629-G14-I1,abnormal,isoniazid,High,0,2000,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,slight,Swelling,Centrilobular,slight,false,629,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60433.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60433.svs,0
60435.svs,0,,E0629-G14-P0,E0629-G14-I2,normal,isoniazid,High,0,2000,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,629,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60435.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60435.svs,0
71271.svs,1,,E0629-G14-P1,E0629-G14-I3,abnormal,isoniazid,High,0,2000,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,minimal,Swelling,Centrilobular,minimal,false,629,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/71271.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/71271.svs,0
60440.svs,0,,E0629-G14-P1,E0629-G14-I4,normal,isoniazid,High,0,2000,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,629,14,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60440.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60440.svs,0
60481.svs,0,,E0629-G15-P0,E0629-G15-I1,normal,isoniazid,High,0,2000,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,629,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60481.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60481.svs,0
60484.svs,1,,E0629-G15-P0,E0629-G15-I2,abnormal,isoniazid,High,0,2000,mg/kg,9 hr,9,Single,Gavage,6,1,1,0,slight,Swelling,Centrilobular,slight,false,629,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60484.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60484.svs,0
60486.svs,1,,E0629-G15-P1,E0629-G15-I3,abnormal,isoniazid,High,0,2000,mg/kg,9 hr,9,Single,Gavage,6,1,1,0,slight,Swelling,Centrilobular,slight,false,629,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60486.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60486.svs,0
